reviews_name,reviews_text,reviews_reviewer,reviews_date,reviews_stars
Awesome phone!,"This is my first OnePlus Device and it feels amazing that how fast this phone is! I switched from Samsung Galaxy S7 Edge and I'm glad I did....Battery life is just outstanding and I've never ever got such a powerful battery ever in my smartphone life. It actually lasts more than a day with lots of playing (I'm a Gamer) and general usage. Camera is also very good and certainly better than my previous phone. UI is clean and lightning fast. Build quality and finish is premium, sturdy and not at all fragile. The in-box Type-C to 3.5mm Adapter solves the absence of headphone jack problem. The supplied case is of premium quality and easily gives all-round protection to any angle falls. Dash charging is superb too. Android Pie out-of-the-box is cool but restricts call recording from third party apps (which is must for me), but OP did a fantastic job of putting in-built call recorder which works flawlessly in Pie as well. As of now, I don't see a single negative point for this phone. Its truly a remarkable one! Thank You OnePlus and Amazon!",Neo,12 November 2018,5.0 out of 5 stars
Buy or die.,Damaged,Max nz,4 November 2018,1.0 out of 5 stars
Oneplus6t bit detecting airtel sim,"Airtel Sim not working on new oneplus6t, Pathetic.
However other carriers are working",Chetanya Arora,6 November 2018,1.0 out of 5 stars
Wow,Just superb,sambit,5 November 2018,4.0 out of 5 stars
Beautiful Beast,"I waited for a long time for the Oneplus 6T model launch. I purchased it with lots of expectations and I am happy that it met my most of the expectations. I purchased Oneplus 6T 128gb and 6gb RAM version mirror black phone.
Pros :-
1) Super fast processor- can play large games without any glitch.
2) Camera is super amazing. However in the night mode, the pictures are sometimes hazy. Overall it is good.
3) The phone is damn beautiful. The back of the phone is simply outstanding. Notch also looks cute.
4) Fingerprint sensor is working fine.
5) Sound quality is good. The speakers are loud and bass is also good. However, the company should have launched it with dual speakers. It would have been phenomenal.
6) The company has increased the battery size. It gives a backup of atleast 1.5 days with normal usage.
Cons:-
1) NO HEADPHONE JACK. The company was making fun of Apple for removing the headphone jack, but they did the same. I just have a doubt that how will I charge my phone and watch a movie via earphones at the same time. I have to buy an external adapter which will put a dent on my pocket again.
2) If I am holding my phone and have put my thumb impression as my Fingerprint phone unlock option. Then sometimes it is difficult to unlock the phone. Coz while holding the phone I have to put my thumb straight which is quite difficult.
3) The night mode of the camera needs improvement.
4) No dual speaker.
Conclusion:
It is a nice phone with brilliant specifications. It easily beats some of the high end phones of Apple , Samsung and LG and others. So you may go for it.",Utkarsh D,6 November 2018,4.0 out of 5 stars
Very bad in-display fingerprint sensor,"The in-display fingerprint sensor is very bad. It is slow and many times it takes multiple attempts to scan the finger. This phone is big disappointment. I would not recommend this phone at all.
They didn't give headphone jack which is okay as they were giving free bullets V2 for those who pre-booked the phone. But they should atleast have given IP rating as IP gives peace of mind and stereo speaker should have been there instead of dummy holes at bottom. Needless to say that Oneplus phones have good software and this one is no exception. This has good software which is fast and fluid. My point is that don't buy this phone for fingerprint sensor. If you are having other OnePlus phone then you should hold for next OnePlus phone.",DT,4 November 2018,1.0 out of 5 stars
phone stucking regularly,My new one plus 6t is stucking a lot. Screen getting blank every time it get stucked. It stucked 5 times in last two days. Requesting you to please replace my phone.,ANKIT BAHETI,10 November 2018,1.0 out of 5 stars
Moved from Samsung to Oneplus,"I was little worried about my moving from samsung to oneplus but when i got device - Its really Amazing. Display qwality is Excellent . I dont need sount so i didnt spend any time to its external sound qwality but when i listen earphone qwality its was too superb in my basic earphone means phone sounds is also good. Camera Performances is mindblowing when you turn on selfie camera in full mode then you ll see - it ll show you actual color contrast instead of fake beauty color like oppo /vivo/ now samsung also. True color comes with minor effects. Rear camera superb in Daylight . I think more time needed to understand full camera mode skills to take better pics. I installed pixel 3 camera port apk in my 6T - guys youll be amaze to see its effect .truely outstanding. I share this pic which i took in late light almost 01.00 AM in very low light . Here i wanna ask the oneplus developers that when this camera app works too better in 6T camera hardwrae then i think it this algorithym should be take in 6T stock camera night scape mode bcz 6T camera capable to take this brighter shots by this app then whynt from stock app ?
Overall experience is in one word :-
Right decison for change the Taste",Ashish,9 November 2018,5.0 out of 5 stars
Excellent phone. Super fast delivery,"Excellent phone
Super fast
Excellent UI
Phone unlock is little slow compared to vivo v11 pro
Camera quality nothing to cheer about. I have a v11 pro and s7 edge. V11 pro clicks better photos in day and night than one plus 6t. S7 edge has better camera than 1plus 6T
Excellent sound quality
Display is above average
Battery backup is good. Charging is superfast.
Alert slider is a new thing.
No expandable storage.
Night mode, reading mode and gaming mode is good.
Battery saver option is quite helpful
Overall an excellent phone. Camera needs improvement.",Amitava Raha,4 November 2018,4.0 out of 5 stars
Never buy 6t,Never buy this phone worst experience ever hopless phone,Sunil,6 November 2018,1.0 out of 5 stars
Great phone... Totally VFM!!!,"For the cost , this is one value for money product. It is feature rich and perfect for a person like me. Am an avid foodie and traveller. This is a perfect phone to capture what I want whenever I want . And with amazing clarity. Also amazing speed . I became a fan with OnePlus 3 and this one has be convinced that this is one of the best smart phone options out there.",Amazon Customer,12 November 2018,5.0 out of 5 stars
Best value. Better than stock.,"I was considering pixel 3xl, but believe me this is way more better than half a pixel 3xl(may be even better than a full one ..lol). This phone is super practical and is a real companion in your day to day tasks. The gestures are beautiful. RAM is so much that I guess whole OS would fit in making everything just spontaneous. Zero lag in any thing. The draw V to start torch is super handy. Camera might not be like pixel 3xl, but for a person who takes normal amount of photos, it is more than sufficient. You won't be unhappy at all with camera.
It comes with screen protector preapplied. A very good case.
No headphones - not a big deal(u probably will buy your own at some stage)
Fingerprint sensor is like just a little bit under 1 second. But it won't make your life slow at all.
If you can afford it and want an upgrade, buy it, period",Anonymous,10 November 2018,5.0 out of 5 stars
Amazing phone at this price point. (Not a professional just a review on personal experience),"Firstly i would like to thank oneplus for making a device like that. The best part of the phone is the performance which you expect from a snapdragon 845 chip .. obviously you are paying for that.
(Or han"" don't do the math"" i have poco f1 too,, 6t is better in everything. worth paying more.. )
*Now the Issues are..
1. Lack of 3.5mm jack which can be a deal breaker for many people. But honestly not for me. Because i don't have a wired earphone or headphone. It's 2k18 even my car doesn't have an aux port. (Android auto). If still u want to use then there is a connector comes with the box.
2 . Notification led.
If they provided a led on the top of display then you have to compromise with that beautiful notch.
Again not a deal breaker.
*Important*
I have seen many people are saying in reviews. That they have not received cash back or type c bullet earphones with box. Not sure about. The cash back. But. If you pre book this device. It is mentioned that u will receive a code to purchase those earphones by 15 nov. U will not get those with the box..
And about the cash back i had purchased it at rs 46k(8ram 256rom) nd i received that 1000 instantly nd 500 on 5th nov.
Chaliye ab kuch buraiya bhi karde
*Sound quality can be better..
*Not ip certified. It is just splash proof (but i don't know how to swim so I'm not taking my phone in pool... again not a deal breaker)
Buss ab kharid lia or burai nhi hoti.",Farzeen Rais,8 November 2018,5.0 out of 5 stars
Send me,I did prebook but I don't get bullet earphones,Abhi,15 November 2018,5.0 out of 5 stars
Still Value For Money and great phone but now price is on edge.,"Overall amazing product for the price point .. but now its on the edge. One plus has been slowly increasing prices year on year and now they are in INR40K range. Further one or more price hikes and people will start going back to Flagship companies. Lets hope they keep it as Value for money.
Regarding phone:
Superb edge to edge display & battery life - No complaints here. 1080P screen is crisp enough and gives good battery life. Notch is actually just tiny camera and bottom chin has become further thinner.
Software: Oxygen OS - as usual its clean and gives stock experience with few customizations. Since phone has been just launched have experienced few bugs, but lets hope one plus gives quick updates to solve these.
Build Quality/looks: Thumbs Up! to OnePlus. Glass black and body design does give premium feel. But somehow felt phone is on heavier side (I have switched from OnePlus5 to OnePlus6T and definitely there's noticeable difference in weight).
Fingerprint scanner: Works well most of the times but not as fast as physical fingerprint scanners we have been used to of earlier phones. If screen gets smudgy you will have problem of unlocking device as it requires clean surface to work.
Only cons, I have experienced in this phone are No headphone jack and LED notification light. Most useful part of LED light was of charging notification. Now you have to wake screen and check. For headphones you do get C-Type connector but as it sounds ""No 3.5mm headphone Jack"" - nothing to describe here.
But overall its a good package and still its a Value for money! You can go for it for sure.",Gadgito!,5 November 2018,4.0 out of 5 stars
